stopword removal,score,Sentiment
terima kasih skrg rpt hilang brtansaksi livin,5,Positif
bagus,5,Positif
aqio iklan,5,Positif
membantu berteransaksi,5,Positif
baguss nyaman,5,Positif
log out suruh masukin data lgi udh ikutin ga login udh dpt kode dr sms aja suruh ngulang buruk bgt ni aplikasi,1,Negatif
manteppp pokonya pemeliharaan sampe ber jam jam dri jam malem sampe skrang jam pagi subuh gak transaksi prahhgk kelar kelar prahhh buggg kesel pake mandiri gak jelass maless ngasih b afknya aja licik kebanyakan bugggghhgg kirim dana aja biaya bayar qr susah parahhh,1,Negatif
login ampun susahnya,1,Negatif
login nya ampun dah skr smua pembayaran cashless uda antri kasir login nya lola,1,Negatif
buruk kendala alasan login aplikasi,1,Negatif
aplikasi dibuka,4,Positif
jelekkkkkk sseksil,1,Negatif
potongan nya rb tanggal an potongan aja,1,Negatif
loading login,1,Negatif
mantap,5,Positif
tolong tambahkan pilihan tarik tunai kartu,4,Positif
bagus top,5,Positif
peningkatan pelayanan,5,Positif
suka aplikasi,5,Positif
transaksi dikenakan biaya,3,Positif
tolong kerja nya pagi tf dana tidakbisa trrus,1,Negatif
login aja susah,1,Negatif
keren the best aplikasix,5,Positif
ease of use,5,Positif
gimana kendala rpt email bank suruh tunggu rpt update bintang terselesaikan mohon bantuannya,1,Negatif
nggak login gimana si,1,Negatif
dikit update offline bank,1,Negatif
susah banget login nya,2,Negatif
tolong donk aplikasi diperbaiki nambahin fitur sistemnya masuk livin susah banget banget malu loooh didepan kasir berkali kali login ga kuota inet ku gb ga inet donk pakai wifipun kesel banget tuh,1,Negatif
pembayaran nya mudah ribet pilihan jugamantap pokoknya,4,Positif
lupa nomor kartu nomor rekening email nomor hp aktif saran login livin by mandiri,3,Positif
mudah membantu tksh mandiri,5,Positif
suka gangguan susah bayar quiris aneh,1,Negatif
gangguan mulu bikin kaga nyaman pake,1,Negatif
gagal mengunakan qris pembaruan yg aja mohon perbaiki,3,Positif
pengalaman buruk maintance ngak kadang top up ngak ketemu nomernya udah bener malam suka pemeliharaan buruk admin transfer beda bang gede banget lhu memeras ha kacau livin kecewa si ngak rekomendasi pengguna,1,Negatif
kebanyakan maintenance fitur gaada mendukung nasabah,1,Negatif
gak masuk,5,Positif
aplikasi si kedipnya ga detek,1,Negatif
maintainance menghambat pekerjaan,2,Negatif
ribet potongan dikit dikit eror,1,Negatif
bruh udh maksa karyawannya nyari nasabah tpi kualitas apknya ga bagus gua masuk livin aja berulang kali gagal trus loadingnya,2,Negatif
living transaksi lancar moga sukses,5,Positif
hp sy aplikasi livin bsa didownload sy butuh keperluan sehari,5,Positif
parah bayar aja pake admin ngambil uang rakyat enak bgt,1,Negatif
terpecaya,5,Positif
kasih bintang udah fitur dark mode aplikasinya silau mata transaksi malam,4,Positif
bumn plng duitan mandiri debit online gagal kena biaya tranfer virtual aplikasi bayar top up walet via virtualtidak shoppe gratis mandiri tarifin saldo nol kartu diblokir bni gagal debit online potongan virtual aplikasi gratis top up virtual kartu aman bri potongan gagal debit online transfer virtual aplikasi gratis top up virtual gratis kartu aman mandiri,1,Negatif
aplikasi ribet ganti nomor aja bank vermuk,3,Positif
aplikasi mempermudah transaksi apapun,5,Positif
bagus,5,Positif
hapus doenliada tdk login,1,Negatif
maaf kasih bintang karna bayar apapapun ggal pdhl jringan lancar mksimal tranfers nya rb aja biar gampang ngambil uang yg tabungansiapa tau ad orng yg jugalebih kali gagal transaksi,1,Negatif
nak transfer online susah line nyadi buka ulang ulangpun susah terhubung,1,Negatif
mohon bantuan nya biar apliksi ni kebuka yth trimaksih,1,Negatif
membantudan bagus livin,5,Positif
semenjak update susah login,3,Positif
login bermasalah mulu sampe perusahaannya yg perbaiki aja perubahan heran gaji gak diambil didalam rekening,1,Negatif
pinjaman ksm mandiri bagaiman yaasaya nasabah mandiri livin muncul pinjaman ksm mandiri nya,4,Positif
livin buka fitur perbaiki apalah ituenta dah bosen,5,Positif
kali loading aplikasi aplikasi gagal,1,Negatif
pengiriman uang ribet dimanapun,5,Positif
mantap,5,Positif
susah buka lelet uda kasi ulasan gini susah kali ni livin mandiri susah kali bayar parah aplikasi,1,Negatif
sulit login,1,Negatif
loading uninstal repot isi no dll,5,Positif
buka rekening aja susahnya ampun foto ktp berkali eh pas nunggu nomor otp nunggu jam ga dikirim otpnya alhasil gajadi pakai mandiri aja diribetin pas transaksi hariannya,1,Negatif
pas daftar memasukkan kode otp muncul layanan tersedia yaaa,3,Positif
muda membantu living,5,Positif
aplikasi membantu praktis,5,Positif
thun aj pakai apliksi bagus aj ad kendala,5,Positif
parah puya akun tp udah gabisa buka saldoyah lagih katayah aman,1,Negatif
bagus membantu,5,Positif
lemot loginn,1,Negatif
aplikasinya kereennn,5,Positif
pas kunjungan sekolah ktp foto izin pegawai mandiri minimal izin kak parah banget ktp warga negara gitu kaya gini tuh sensitif emang foto astagaaa kecewa banget,1,Negatif
dgn livin by mandiri serba mudah byr apapun d rmh hrs antri,5,Positif
kelebihan pembayaran kartu kredit saldonya lari kemana,3,Positif
pelayan mudah bagus,5,Positif
dipirsulit jaringan gabisa buka disa pirkampungan kasihan gabisa diya lacarkan boos ku kuta mantap mf kartu mandiri ku boloker bang daftar hp ega daftar poya karto atim mandiri,5,Positif
alhamdulillah bermanfaat jaya livin,5,Positif
keren,5,Positif
mohon maaf top up pulsa tertunda saldo yg hilang nya otomatis,4,Positif
jelek livin skrng ininotip muncul kluar masuk uangsekali muncul jam bgtpn lelet banget skrang,5,Positif
transaksi pakai biaya admin beda brimo bca terpaksa pkai livi krn payrol aja b dah,1,Negatif
transaksi dilanjutkan pastikan nomor ewallet udah bener,1,Negatif
login tulisan layanan tersedia,1,Negatif
kemaren livin login login yah gambar sistem gambar perbaikan gimana bertransaksi kalo kaya gini aplikasi livinya tolong siatemnya cepat perbaiki,2,Negatif
kreen,5,Positif
terbaik mandiri,5,Positif
ganti hp mlah gk login bilang kartu d blokir kartu msh aktif,1,Negatif
suka pake mny mandri,5,Positif
pemeliharaan malam bikin kesal aja transaksi susah usaha,1,Negatif
x nglek nya top up dana gk bayar pakai qris gagal tolong perbaik ki lg,1,Negatif
biaya transaksi,1,Negatif
aplikasi sampah buka aja buka tutup aplikasi kali sinyal lancar gda gangguan cobalah bumn gimana jgn ngabisin anggaran aja tp nyediain aplikasi sampah,1,Negatif
mengecewakan sistem diakses jam,1,Negatif
tgl livin mandiri logout aplikasi setalah tu login ngk bisalawak bener ni permasalahan livin ngk aja ni livin mandiri,1,Negatif
login livyn by mandiri emng banget masukin pin kartu debit bikin susah login aja gak kaya brimo aja tuh masukin rekenin username pasword ribet,1,Negatif
verifikasi wajah aja susah dah ni aplikasi,1,Negatif
tolong aplikasi error gagal terhubung,5,Positif
top,5,Positif
habis perbaharui ko ga masuk kartu ambil,1,Negatif
jarang loginsekali login gak bisabisa,1,Negatif
pas face muka pendaftaran susah berkalikali gagal penyebab nya,5,Positif
buka rekening online,1,Negatif
alhamdulillah,5,Positif
mantapp,5,Positif
gak masuk,5,Positif
halo pengguna mandiri mengunduh aplikasi livin login akses tahap mengatur sandi aplikasi mengatur pin perbankan aplikasi mental coba ulangi tahap mengisi tanggal lahir ketahap notif aplikasi livin by mandiri proses dilanjutkan yuk buka akses kartu mandiri mandiri terdekat hubungi call senter mandiri,1,Negatif
update notifikasi terima transfer minimal nominal butuh usaha,5,Positif
kebnyakan iklan,1,Negatif
gangguan penjelasan kepepet bingung buka livin transaksi tolong perbaiki sistem nya,1,Negatif
suka banget pake livin by mandiricuma sekearang sayang nya top up dana kena admin,5,Positif
beli pket data pagi smpai tertunda,1,Negatif
permisi min buka nbanking saldo engga muncul buka tabungan udh punyaterus uninstall masukin data dll salah gimana,3,Positif
disuruh instal mandiri ga pakai,1,Negatif
pelayanan buruk pengembalian saldo kerja saldo rekening pengaduan email wa tlpn jawabanya proses gak kejelasan tgl november,1,Negatif
mohon fitur paylaternya aktifkan sayang limit jt ga pakai,4,Positif
kesini sisah login kalo bayar tf nungguinnya tolong diperbaiki,2,Negatif
sampah transaksi aja susah gangguan lemot,1,Negatif
aman,5,Positif
beli pulsa livin saldo terpotong pulsa masuk suruh telpon pengembalian dana pke pulsa telponnya,1,Negatif
terima aksih,5,Positif
good job,5,Positif
verifikasi wajah aja kali gagal leher gue ampe pegel tolong tuh perbaiki menyusahkan masuk rekening aja susah restart hp masuk lifin susah bener,1,Negatif
mudah murah,4,Positif
aplikasinya bagus banget suka,5,Positif
aplikasi tdk dibuka loading,1,Negatif
knpa hp vivo ysram kga pakai livin mandiriya yg hp itel ram pakai livin,2,Negatif
bagus celat,5,Positif
kecewa recomendasikan livin x eror log in tolong perbaiki,2,Negatif
mudahan sgat mambantu,4,Positif
apaasiihh trobel mulu bayar qriss sendirii ptolong ditindaklanjutii yaa pliss,1,Negatif
terbaik,5,Positif
bagus lahknp gk powercash nya kak aplikasi kubintang kurangikarna kartu kredit diblokir gak dibuka lagisemakin ribet aturanya,3,Positif
isi pulsa saldo udah kesedot proses nya tertunda,2,Negatif
beli pulsa uda kepotong saldonya pulsanya ngga masukkecewa,1,Negatif
tambahkan peta lokasi mandiri terdekat repot kalo setoran tunai perjalanan serem bawa uang diperjalanan,1,Negatif
pelayanan nya kuarang puas,1,Negatif
mudah pekerjaan,5,Positif
menyenangkan,5,Positif
bermanfaat cepat sll membantu,5,Positif
gagal login hadeuh,2,Negatif
kesini buka aplikasi lemot parah sinyal bagus g tp lemot,2,Negatif
hp ilang pake hp instal ulang gak login hp mendukung aplikasi livin mandiri geregetan bank bolak udah instal uninstal mengosongkan saldo tutup rekening mandiri pakai bank mudah aplikasi mobile banking nya,1,Negatif
puas mudah,5,Positif
barusan uang ilang gak transaksi laporan uang kartu udah sebulan gak dateng kayak,1,Negatif
knp logout aneh tolong perbaiki min,1,Negatif
the best bank from asia pacific ot line,5,Positif
ngk eror mulu klau transaksi transferpayahh,1,Negatif
mbanking tlol eror,1,Negatif
livi bagus simpan tabungan terpercaya terbaik,5,Positif
transfer gagal maluin pas bayar qris pkis pake klo ga perbaikan maaf livin nya,1,Negatif
banyk perawatan rutin ambil uang malam tengh malam gak uang biaya berobat kecewa dengn livin mandiri,1,Negatif
buka rek online,5,Positif
maasalahnya,1,Negatif
saldo qris pencairan ny terkendala udh benerin customer service udh telpon mandiri call tetep saldo gak cair wkwkwkwk ahk kapok pake mandiri bye,1,Negatif
aplikasi kocak verifikasi mata susah bangke org suruh kedip ampe picek mata gue gk sukses sukses,1,Negatif
mantap aplikasinya,5,Positif
membantu simpel,5,Positif
buggg suuuuu,1,Negatif
mantap,5,Positif
saldo berkurang min masak bayar administrasi tgl tanggal november habis saldo ragu nyimpen uang dibank mandiri,1,Negatif
aplikasi jelek lambat bayar hadeh mending cabut bank biru swasta,1,Negatif
bermanfaat,5,Positif
kapok bikin mbanking mandrisudah nabung kartu blom diantarkan jalan minggu,1,Negatif
asli cape pake livin mandiri support banget kaya sebelah abis pembaruan log in kaga apps terhubung coba hp gitu butuh transaksi restart hp mulu aneeeehhhhh,1,Negatif
livin lolaaaaaaaa pakai m bca,1,Negatif
ngk login buka aplikasi nya langsung,3,Positif
gangguan,1,Negatif
aplikasinya kesini buruk log in aja susahnya ampuuunn,2,Negatif
admin transfer mahal bangat transfer bank apapun parahh,1,Negatif
verifikasi muka aja gabisa kntll,1,Negatif
bener belanja online shopee gak kena biayaitu mandiri mandiri transfer nyaskrg tambahan biayamakin gak aja,1,Negatif
aplikasi super duper lemot masuk aja loading bangettttt udah ditunggu ujungnya koneksi gagal buka aplikasi bank aman aja tuh cepett livin doangg udah ngehubungin cs gada solusi liat banyakkk mengeluhkan tetep aja gada perbaikaannnnn kalo gini mending hijrah aja bank,1,Negatif
pas butuh pas gak dibuka,5,Positif
mudah,5,Positif
login aplikasi buka kecewa seberat beratnya parah,1,Negatif
tindak,4,Positif
sulit login kataproses lanjutkangitu,1,Negatif
aplikasi terbuka loading mutermuter sinyal paketan data aman bikin nyaman pembayaran mohon ditingkatkan,4,Positif
bagus mempermudah transaksi pembayaran,5,Positif
aplikasi busuk transaksi kirim email wa temanmita suruh mencoba menit tp hasilnya perubahan bank mandiri merespon keluhan pelanggannya,1,Negatif
mandiri serba pake biaya admin,3,Positif
pembayaran aja kena biaya admin,1,Negatif
gampang,5,Positif
uang gampang az,4,Positif
mantul,5,Positif
pelayanannya belom penerbitan kartu fisik golld dikirimnya kecewa ga sesuai harapan,1,Negatif
rakus transaksi pembayaran virtual account shopee kena biaya,1,Negatif
gak recommended error,1,Negatif
sy sngt kecewa plynn bank mandiri pnjmnn dibank mandiri ngawi sdhh sy lunasin dr situ angsuran yg diblokir ktk lunas dibuka blokirnya skrng sdh th yg kantor bank mandiri ngawi proses pembukaan blokir angsuran bs sy ambil uang sy yg prtama dijanjikan hr bs diambil stelah hr sy dtang lg blm dibuka blokirnya kemarin dijanjikan skrng blm jg dibuka blokirnya,1,Negatif
aplikasinya gangguan mulu nyusahin kalo lg trnqsaksi bikin perbaiki lg sekelas mandiri aja aplikasi nya aneh uang kesedot transaksi gagal gak dibalikin,1,Negatif
alhamdulillah pulih terima kasih mandiri,5,Positif
minggu coba login layanan tersedia,1,Negatif
livin,1,Negatif
login gagal mulu dah,1,Negatif
aplikasi berguna,5,Positif
aplikasi mandiri bank bumn lemot jelek eroorrrr parah gak rekomen deh bank,1,Negatif
pelayanan ramah mantap,4,Positif
mantaaaaaap,5,Positif
dowloud,5,Positif
aplikasi baguss memba tu,5,Positif
msk livin g layanan tersedia mulu gmn transaksi online liat saldo klo aplikasinya aja g dipakai tolong diperbaiki secepatnya,1,Negatif
livin buka gak trs,1,Negatif
kebanyakan perbaikan login gabisa ga perbedaan susah transaksi dll urgent,1,Negatif
simpel praktis,5,Positif
knp gak,5,Positif
pengembang aplikasinya tolong perbaiki sistemnya pengguna aplikasi mengeluh gak masuk segalah ki beli hp aplikasi sampah,1,Negatif
dr kmrin livin ga dbukakl login layar hp awalga buka livin smpe,4,Positif
aplikasi terburuk gangguan ga,1,Negatif
kena error udah beturutturut kena errornya nggak buka aplikasi nggakk buka ngabisin uang aja beli materai surat pernyataan bensin ijin kerja,1,Negatif
aplikasi buruk buang buang orang orang buka aplikasi bener bener banget alias ujung ujungnya eror ditunggu gabisa gabisa woy bayar pake qr kocak ni sekelas himbara ko,4,Positif
good transaksi,5,Positif
emng aktivasi kartu biaya juqa yh kepotong hadehhhh kebnykan admin,1,Negatif
udah mnggu login gak saldo gak baca tolong perbaiki,1,Negatif
aplikasi livin q ga bukalgsung,1,Negatif
bagus fleksibel mudah,5,Positif
lemotpadahal jaringan cepat puas kinerja aplikasi,1,Negatif
semenjak ganti hp install ulang hp ga masuk giliran pake hp,1,Negatif
iklan mulu,1,Negatif
membantu transaksi bisnismudahcepatakurat,5,Positif
gangguan maintenance jam malam,1,Negatif
perbaikan nya ngeselinn kehilangan promo grgr pemeliharaan rutinitas malam jangka lumayan,1,Negatif
gangguan,2,Negatif
aplikasi buka mentok logo,1,Negatif
loginn lemot susah buatt masuk,1,Negatif
mantap bermanpat,5,Positif
transaksi susah banget klo malam,2,Negatif
udah bagus harap maintenance nya,5,Positif
aplikasi lemot login aja lola muter doang ga login sintal lancar,3,Positif
minggu ngga transaksi qris baca qris tp klik pembayaran aplikasi ngelag ampun dah,2,Negatif
offline eror,1,Negatif
mandiri mandiri hidup mandiri,5,Positif
pokoknya pling puas bang n aplikasi,5,Positif
susah banget ngajuin kartu kredit,5,Positif
knapa apl buka,5,Positif
pembayaran mudah,5,Positif
pengguna livin mandiri negri kecewalogin susah aplikasi lemot banget,2,Negatif
sinyal bagus tp loading livin ga tlong perbaiki jgn suruh ngubungi call center dibaca ga ni komenan org org ni butuh cepat,1,Negatif
poko nya,5,Positif
pinjaman ksm mandiri munculnya yg payroll via mandiri berharap mandiri kemudahan,3,Positif
udah tf livin isi pulsa ga masuk flip ayolah loading gini udah percaya mandiri loh,3,Positif
udah ribed bgtnih mndiribisaaaa gaaa bikin yg simple ajakya bcaklw perusahan tmpt gua kerja kga bklan gua gua bikin mndiri,1,Negatif
niih mandiri saldo ngendap jgn sampe rb bikin kayak bank sebelah livin login susahhhh bngt udh masukin nomor kartu jyga gak bsia bank lg,1,Negatif
terima kasih membantu sy,5,Positif
gk login livin,3,Positif
sadar bayar trx online via mandiri kena admin bank gak udah gak trx jam gak krn payroll udah deleted aplikasi,2,Negatif
eror mandiri nya,5,Positif
aplikasinya tolong tingkatkan suka kadang ndak buka,5,Positif
tolong gimana daftar kemaren udah vc udah data lengkap ko aplikasinya gak,5,Positif
kartu terblokir pelayanan crew bank mandiri santun menghargai nasabah terima kasih mandiri,5,Positif
mantab,5,Positif
aplikasi nya mulu ribet bngt,1,Negatif
ganti nomor dftr gak y nomor d blokir,2,Negatif
tolong benarkan aplikasi nya daftar krna salam aplikasi nya alamat nya ktp aplikasi salah ktp karsamenak aplikasi nya kersamenak,2,Negatif
